"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error
,"Minnesota","27","2011","2011",5023,2861221,175.55,170.70,180.41,2.48,146.02,141.90,150.14,2.10
,"Minnesota","27","2012","2012",5074,2866848,176.99,172.12,181.86,2.48,146.42,142.30,150.54,2.10
,"Minnesota","27","2013","2013",5051,2878108,175.50,170.66,180.34,2.47,145.16,141.04,149.27,2.10
,"Minnesota","27","2014","2014",5028,2887716,174.12,169.30,178.93,2.46,141.81,137.78,145.85,2.06
,"Minnesota","27","2015","2015",5095,2893266,176.10,171.26,180.93,2.47,141.37,137.36,145.38,2.05
,"Minnesota","27","2016","2016",5123,2891849,177.15,172.30,182.00,2.48,141.78,137.76,145.80,2.05
,"Minnesota","27","2017","2017",5142,2912352,176.56,171.73,181.38,2.46,142.01,137.98,146.04,2.06
,"Minnesota","27","2018","2018",5127,2917126,175.76,170.94,180.57,2.45,140.92,136.91,144.93,2.05
,"Minnesota","27","2019","2019",5018,2917975,171.97,167.21,176.73,2.43,138.68,134.69,142.68,2.04
"Total","Minnesota","27",,,50541,28860403,175.12,173.60,176.65,0.78,142.95,141.67,144.23,0.65
,"Mississippi","28","2010","2010",5597,1526501,366.66,357.05,376.26,4.90,315.75,307.32,324.17,4.30
,"Mississippi","28","2011","2011",5885,1530627,384.48,374.66,394.31,5.01,326.74,318.20,335.28,4.36
,"Mississippi","28","2012","2012",5843,1524397,383.30,373.47,393.13,5.01,323.87,315.36,332.38,4.34
,"Mississippi","28","2013","2013",6131,1523680,402.38,392.31,412.45,5.14,338.35,329.66,347.04,4.44
,"Mississippi","28","2014","2014",6247,1523327,410.09,399.92,420.26,5.19,341.20,332.50,349.91,4.44
,"Mississippi","28","2015","2015",6126,1522290,402.42,392.34,412.50,5.14,333.78,325.16,342.40,4.40
,"Mississippi","28","2016","2016",6201,1520580,407.80,397.65,417.96,5.18,337.44,328.76,346.12,4.43
,"Mississippi","28","2017","2017",6119,1516634,403.46,393.35,413.57,5.16,329.10,320.56,337.64,4.36
,"Mississippi","28","2018","2018",6128,1513990,404.76,394.62,414.89,5.17,331.63,323.01,340.24,4.39
,"Mississippi","28","2019","2019",6044,1507452,400.94,390.83,411.05,5.16,328.64,320.03,337.25,4.39
"Total","Mississippi","28",,,60321,15209478,396.60,393.44,399.77,1.61,330.97,328.25,333.69,1.39
,"Missouri","29","2010","2010",8987,3135933,286.58,280.66,292.51,3.02,240.42,235.35,245.49,2.59
,"Missouri","29","2011","2011",9214,3151871,292.33,286.37,298.30,3.05,240.73,235.69,245.76,2.57
,"Missouri","29","2012","2012",9275,3141806,295.21,289.20,301.22,3.07,242.81,237.73,247.88,2.59
,"Missouri","29","2013","2013",9377,3143205,298.33,292.29,304.36,3.08,242.95,237.88,248.01,2.58
,"Missouri","29","2014","2014",9585,3144893,304.78,298.68,310.88,3.11,246.06,240.98,251.14,2.59
,"Missouri","29","2015","2015",9563,3149875,303.60,297.51,309.68,3.10,243.65,238.59,248.70,2.58
,"Missouri","29","2016","2016",9210,3149425,292.43,286.46,298.41,3.05,233.51,228.56,238.46,2.53
,"Missouri","29","2017","2017",9293,3152576,294.77,288.78,300.77,3.06,235.02,230.04,240.00,2.54
,"Missouri","29","2018","2018",9473,3149273,300.80,294.74,306.86,3.09,239.61,234.58,244.65,2.57
,"Missouri","29","2019","2019",9238,3143302,293.89,287.90,299.89,3.06,233.78,228.79,238.76,2.54
"Total","Missouri","29",,,93215,31462159,296.28,294.37,298.18,0.97,240.08,238.49,241.67,0.81
,"Montana","30","2010","2010",1172,524499,223.45,210.66,236.24,6.53,174.08,163.71,184.45,5.29
,"Montana","30","2011","2011",1214,526990,230.36,217.41,243.32,6.61,176.32,165.92,186.72,5.30
,"Montana","30","2012","2012",1221,526358,231.97,218.96,244.98,6.64,175.22,164.91,185.54,5.26
,"Montana","30","2013","2013",1213,526133,230.55,217.58,243.52,6.62,173.01,162.74,183.28,5.24
,"Montana","30","2014","2014",1237,526415,234.99,221.89,248.08,6.68,175.58,165.23,185.94,5.28
,"Montana","30","2015","2015",1344,527708,254.69,241.07,268.30,6.95,194.87,183.84,205.90,5.63
,"Montana","30","2016","2016",1291,530567,243.32,230.05,256.60,6.77,185.78,175.01,196.56,5.50
,"Montana","30","2017","2017",1247,532735,234.08,221.08,247.07,6.63,178.60,168.08,189.13,5.37
,"Montana","30","2018","2018",1244,535524,232.30,219.39,245.20,6.59,177.87,167.39,188.36,5.35
,"Montana","30","2019","2019",1211,535989,225.94,213.21,238.66,6.49,175.11,164.65,185.57,5.34
"Total","Montana","30",,,12394,5292918,234.16,230.04,238.28,2.10,178.81,175.49,182.13,1.69
,"Nebraska","31","2010","2010",1869,937916,199.27,190.24,208.31,4.61,167.27,159.55,174.99,3.94
,"Nebraska","31","2011","2011",1918,947165,202.50,193.44,211.56,4.62,170.16,162.34,177.97,3.98
,"Nebraska","31","2012","2012",1862,949085,196.19,187.28,205.10,4.55,161.91,154.36,169.45,3.85
,"Nebraska","31","2013","2013",1851,951474,194.54,185.68,203.40,4.52,161.54,153.96,169.12,3.87
,"Nebraska","31","2014","2014",2009,952287,210.97,201.74,220.19,4.71,174.82,166.94,182.70,4.02
,"Nebraska","31","2015","2015",2075,954368,217.42,208.07,226.78,4.77,177.52,169.62,185.41,4.03
,"Nebraska","31","2016","2016",1964,954329,205.80,196.70,214.90,4.64,165.58,158.01,173.16,3.87
,"Nebraska","31","2017","2017",2043,957952,213.27,204.02,222.52,4.72,172.90,165.12,180.69,3.97
,"Nebraska","31","2018","2018",2059,958053,214.92,205.63,224.20,4.74,177.54,169.57,185.51,4.07
,"Nebraska","31","2019","2019",2003,956578,209.39,200.22,218.56,4.68,173.48,165.59,181.38,4.03
"Total","Nebraska","31",,,19653,9519207,206.46,203.57,209.34,1.47,170.32,167.86,172.77,1.25
,"Nevada","32","2010","2010",3382,1462355,231.27,223.48,239.07,3.98,203.05,196.13,209.98,3.53
,"Nevada","32","2011","2011",3467,1469423,235.94,228.09,243.80,4.01,205.01,198.08,211.94,3.54
,"Nevada","32","2012","2012",3401,1479687,229.85,222.12,237.57,3.94,197.77,191.01,204.53,3.45
,"Nevada","32","2013","2013",3587,1492548,240.33,232.46,248.19,4.01,206.30,199.42,213.17,3.51
,"Nevada","32","2014","2014",3653,1519062,240.48,232.68,248.28,3.98,206.66,199.83,213.49,3.49
,"Nevada","32","2015","2015",3669,1547043,237.16,229.49,244.84,3.92,202.81,196.11,209.51,3.42
,"Nevada","32","2016","2016",3890,1571264,247.57,239.79,255.35,3.97,211.54,204.74,218.33,3.47
,"Nevada","32","2017","2017",3761,1604490,234.40,226.91,241.90,3.82,199.11,192.60,205.61,3.32
,"Nevada","32","2018","2018",3676,1620425,226.85,219.52,234.19,3.74,192.54,186.16,198.91,3.25
,"Nevada","32","2019","2019",3723,1641325,226.83,219.54,234.12,3.72,193.12,186.76,199.48,3.24
"Total","Nevada","32",,,36209,15407622,235.01,232.59,237.43,1.24,201.69,199.57,203.80,1.08
,"New Hampshire","33","2010","2010",1388,727854,190.70,180.67,200.73,5.12,148.73,140.73,156.73,4.08
,"New Hampshire","33","2011","2011",1504,729048,206.30,195.87,216.72,5.32,157.86,149.65,166.07,4.19
,"New Hampshire","33","2012","2012",1447,726322,199.22,188.96,209.49,5.24,150.02,142.05,157.98,4.06
,"New Hampshire","33","2013","2013",1469,722083,203.44,193.04,213.84,5.31,152.65,144.56,160.74,4.13
,"New Hampshire","33","2014","2014",1478,720203,205.22,194.76,215.68,5.34,149.14,141.24,157.04,4.03
,"New Hampshire","33","2015","2015",1518,718643,211.23,200.61,221.86,5.42,155.58,147.36,163.79,4.19
,"New Hampshire","33","2016","2016",1619,719887,224.90,213.94,235.85,5.59,166.22,157.66,174.78,4.37
,"New Hampshire","33","2017","2017",1519,720806,210.74,200.14,221.33,5.41,153.09,144.95,161.23,4.15
,"New Hampshire","33","2018","2018",1549,726506,213.21,202.59,223.83,5.42,154.85,146.69,163.02,4.17
,"New Hampshire","33","2019","2019",1576,726903,216.81,206.11,227.51,5.46,159.00,150.65,167.35,4.26
"Total","New Hampshire","33",,,15067,7238255,208.16,204.83,211.48,1.70,154.71,152.14,157.29,1.31
,"New Jersey","34","2010","2010",10178,4773459,213.22,209.08,217.36,2.11,180.85,177.29,184.40,1.81
,"New Jersey","34","2011","2011",10410,4796209,217.05,212.88,221.22,2.13,181.72,178.18,185.27,1.81
,"New Jersey","34","2012","2012",10072,4802440,209.73,205.63,213.82,2.09,174.14,170.68,177.60,1.76
,"New Jersey","34","2013","2013",9929,4801833,206.78,202.71,210.84,2.08,171.29,167.85,174.73,1.75
,"New Jersey","34","2014","2014",9927,4815425,206.15,202.09,210.21,2.07,168.41,165.02,171.79,1.73
,"New Jersey","34","2015","2015",9737,4822821,201.89,197.88,205.90,2.05,162.77,159.45,166.08,1.69
,"New Jersey","34","2016","2016",9823,4800362,204.63,200.58,208.68,2.06,164.80,161.45,168.16,1.71
,"New Jersey","34","2017","2017",9726,4820805,201.75,197.74,205.76,2.05,161.33,158.03,164.64,1.69
,"New Jersey","34","2018","2018",9504,4750344,200.07,196.05,204.09,2.05,158.42,155.12,161.71,1.68
,"New Jersey","34","2019","2019",9205,4714443,195.25,191.26,199.24,2.04,154.85,151.57,158.13,1.67
"Total","New Jersey","34",,,98511,47898141,205.67,204.38,206.95,0.66,167.81,166.74,168.88,0.55
,"New Mexico","35","2010","2010",2430,1064713,228.23,219.16,237.31,4.63,188.04,180.38,195.71,3.91
,"New Mexico","35","2011","2011",2451,1073422,228.34,219.30,237.37,4.61,186.97,179.34,194.60,3.89
,"New Mexico","35","2012","2012",2461,1069038,230.21,221.11,239.30,4.64,187.34,179.70,194.99,3.90
,"New Mexico","35","2013","2013",2521,1060551,237.71,228.43,246.99,4.73,195.17,187.28,203.05,4.02
,"New Mexico","35","2014","2014",2546,1056333,241.02,231.66,250.38,4.78,198.98,190.95,207.01,4.10
,"New Mexico","35","2015","2015",2476,1052946,235.15,225.89,244.41,4.73,193.87,185.92,201.82,4.06
,"New Mexico","35","2016","2016",2632,1047564,251.25,241.65,260.85,4.90,204.26,196.12,212.40,4.15
,"New Mexico","35","2017","2017",2543,1048233,242.60,233.17,252.03,4.81,198.96,190.88,207.05,4.13
,"New Mexico","35","2018","2018",2521,1049631,240.18,230.80,249.56,4.78,195.77,187.78,203.76,4.08
,"New Mexico","35","2019","2019",2626,1047510,250.69,241.10,260.28,4.89,206.59,198.33,214.86,4.22
"Total","New Mexico","35",,,25207,10569941,238.48,235.53,241.42,1.50,195.57,193.07,198.08,1.28
,"New York","36","2010","2010",22914,10451713,219.24,216.40,222.08,1.45,188.37,185.89,190.84,1.26
,"New York","36","2011","2011",22897,10528878,217.47,214.65,220.29,1.44,184.83,182.39,187.26,1.24
,"New York","36","2012","2012",22610,10551889,214.27,211.48,217.07,1.43,181.36,178.95,183.77,1.23
,"New York","36","2013","2013",22617,10596124,213.45,210.66,216.23,1.42,180.13,177.73,182.52,1.22
,"New York","36","2014","2014",22504,10643845,211.43,208.66,214.19,1.41,177.52,175.14,179.89,1.21
,"New York","36","2015","2015",21866,10678246,204.77,202.06,207.49,1.38,171.09,168.77,173.42,1.19
,"New York","36","2016","2016",22179,10627170,208.70,205.95,211.45,1.40,173.36,171.02,175.71,1.20
,"New York","36","2017","2017",21460,10660167,201.31,198.62,204.00,1.37,166.23,163.93,168.52,1.17
,"New York","36","2018","2018",21163,10460407,202.32,199.59,205.04,1.39,166.66,164.34,168.98,1.19
,"New York","36","2019","2019",20730,10366572,199.97,197.25,202.69,1.39,164.47,162.14,166.79,1.18
"Total","New York","36",,,220940,105565011,209.29,208.42,210.17,0.45,175.44,174.69,176.19,0.38
,"North Carolina","37","2010","2010",13607,5081151,267.79,263.29,272.29,2.30,229.71,225.79,233.62,2.00
,"North Carolina","37","2011","2011",13821,5136260,269.09,264.60,273.57,2.29,226.59,222.75,230.44,1.96
,"North Carolina","37","2012","2012",13899,5145514,270.12,265.63,274.61,2.29,226.77,222.92,230.61,1.96
,"North Carolina","37","2013","2013",14007,5169971,270.93,266.44,275.42,2.29,226.10,222.28,229.92,1.95
,"North Carolina","37","2014","2014",14170,5205165,272.23,267.75,276.71,2.29,225.66,221.86,229.46,1.94
,"North Carolina","37","2015","2015",14214,5247313,270.88,266.43,275.33,2.27,222.82,219.06,226.57,1.92
,"North Carolina","37","2016","2016",14544,5312369,273.78,269.33,278.23,2.27,223.58,219.85,227.31,1.90
,"North Carolina","37","2017","2017",14323,5368112,266.82,262.45,271.19,2.23,217.25,213.58,220.91,1.87
,"North Carolina","37","2018","2018",14316,5409876,264.63,260.29,268.96,2.21,215.28,211.64,218.92,1.85
,"North Carolina","37","2019","2019",14079,5445688,258.53,254.26,262.81,2.18,209.46,205.88,213.03,1.82
"Total","North Carolina","37",,,140980,52521419,268.42,267.02,269.83,0.71,222.27,221.08,223.45,0.61
,"North Dakota","38","2010","2010",675,344223,196.09,181.30,210.89,7.55,159.99,147.61,172.37,6.32
,"North Dakota","38","2011","2011",689,350238,196.72,182.03,211.41,7.49,161.44,148.98,173.91,6.36
,"North Dakota","38","2012","2012",706,356961,197.78,183.19,212.37,7.44,164.88,152.27,177.50,6.44
,"North Dakota","38","2013","2013",726,365188,198.80,184.34,213.26,7.38,164.72,152.31,177.12,6.33
,"North Dakota","38","2014","2014",752,372005,202.15,187.70,216.60,7.37,169.70,157.11,182.30,6.42
,"North Dakota","38","2015","2015",803,380243,211.18,196.57,225.79,7.45,178.91,166.02,191.79,6.57
,"North Dakota","38","2016","2016",741,380530,194.73,180.71,208.75,7.15,164.78,152.38,177.18,6.33
,"North Dakota","38","2017","2017",736,379974,193.70,179.70,207.69,7.14,165.20,152.72,177.69,6.37
,"North Dakota","38","2018","2018",751,380030,197.62,183.48,211.75,7.21,170.63,157.85,183.42,6.52
,"North Dakota","38","2019","2019",730,379224,192.50,178.53,206.46,7.12,162.34,150.03,174.66,6.28
"Total","North Dakota","38",,,7309,3688616,198.15,193.61,202.69,2.32,166.41,162.45,170.38,2.02
,"Ohio","39","2010","2010",17293,6084247,284.23,279.99,288.46,2.16,231.33,227.81,234.85,1.80
,"Ohio","39","2011","2011",17635,6100315,289.08,284.82,293.35,2.18,232.35,228.82,235.87,1.80
,"Ohio","39","2012","2012",17584,6066755,289.84,285.56,294.13,2.19,231.16,227.64,234.68,1.80
,"Ohio","39","2013","2013",17667,6059879,291.54,287.24,295.84,2.19,232.26,228.72,235.79,1.81
,"Ohio","39","2014","2014",17780,6056980,293.55,289.23,297.86,2.20,232.09,228.55,235.63,1.80
,"Ohio","39","2015","2015",17747,6056662,293.02,288.71,297.33,2.20,230.85,227.32,234.37,1.80
,"Ohio","39","2016","2016",17885,6040087,296.11,291.77,300.44,2.21,232.97,229.41,236.52,1.82
,"Ohio","39","2017","2017",17903,6036670,296.57,292.23,300.92,2.22,232.48,228.92,236.04,1.81
,"Ohio","39","2018","2018",17656,6032897,292.66,288.35,296.98,2.20,229.62,226.08,233.16,1.81
,"Ohio","39","2019","2019",17330,6004450,288.62,284.32,292.92,2.19,226.36,222.84,229.89,1.80
"Total","Ohio","39",,,176480,60538942,291.51,290.15,292.87,0.69,231.30,230.19,232.42,0.57
,"Oklahoma","40","2010","2010",6623,1933785,342.49,334.24,350.74,4.21,291.49,284.34,298.65,3.65
,"Oklahoma","40","2011","2011",6743,1949609,345.86,337.61,354.12,4.21,290.41,283.32,297.50,3.62
,"Oklahoma","40","2012","2012",6625,1951706,339.45,331.27,347.62,4.17,286.08,279.03,293.14,3.60
,"Oklahoma","40","2013","2013",6867,1961484,350.09,341.81,358.37,4.22,295.15,287.98,302.32,3.66
,"Oklahoma","40","2014","2014",7036,1970518,357.06,348.72,365.41,4.26,299.71,292.50,306.91,3.68
,"Oklahoma","40","2015","2015",7178,1984030,361.79,353.42,370.16,4.27,302.85,295.63,310.07,3.69
,"Oklahoma","40","2016","2016",6920,1988714,347.96,339.77,356.16,4.18,291.05,283.97,298.14,3.61
,"Oklahoma","40","2017","2017",7149,1988880,359.45,351.12,367.78,4.25,298.50,291.35,305.66,3.65
,"Oklahoma","40","2018","2018",6878,1987360,346.09,337.91,354.27,4.17,286.24,279.23,293.24,3.57
,"Oklahoma","40","2019","2019",6857,1988696,344.80,336.64,352.96,4.16,287.62,280.56,294.67,3.60
"Total","Oklahoma","40",,,68876,19704782,349.54,346.93,352.15,1.33,293.10,290.85,295.36,1.15
,"Oregon","41","2010","2010",4496,2072310,216.96,210.61,223.30,3.24,176.88,171.57,182.19,2.71
,"Oregon","41","2011","2011",4587,2090488,219.42,213.07,225.77,3.24,176.96,171.67,182.25,2.70
,"Oregon","41","2012","2012",4524,2092106,216.24,209.94,222.54,3.21,173.48,168.25,178.71,2.67
,"Oregon","41","2013","2013",4577,2097637,218.20,211.88,224.52,3.23,174.54,169.31,179.77,2.67
,"Oregon","41","2014","2014",4601,2113451,217.70,211.41,223.99,3.21,174.51,169.29,179.74,2.67
,"Oregon","41","2015","2015",4530,2141461,211.54,205.38,217.70,3.14,169.66,164.55,174.78,2.61
,"Oregon","41","2016","2016",4587,2170282,211.36,205.24,217.47,3.12,170.86,165.74,175.98,2.61
,"Oregon","41","2017","2017",4514,2197258,205.44,199.44,211.43,3.06,167.17,162.13,172.22,2.57
,"Oregon","41","2018","2018",4347,2213411,196.39,190.56,202.23,2.98,161.23,156.28,166.18,2.52
,"Oregon","41","2019","2019",4366,2222073,196.48,190.65,202.31,2.97,162.13,157.17,167.09,2.53
"Total","Oregon","41",,,45129,21410477,210.78,208.84,212.72,0.99,170.76,169.14,172.39,0.83
,"Pennsylvania","42","2010","2010",16850,6689536,251.89,248.08,255.69,1.94,202.72,199.59,205.85,1.60
,"Pennsylvania","42","2011","2011",17394,6733772,258.31,254.47,262.15,1.96,204.25,201.13,207.38,1.59
,"Pennsylvania","42","2012","2012",16697,6717521,248.56,244.79,252.33,1.92,196.28,193.21,199.35,1.57
,"Pennsylvania","42","2013","2013",16973,6722262,252.49,248.69,256.29,1.94,198.64,195.54,201.73,1.58
,"Pennsylvania","42","2014","2014",16955,6725386,252.10,248.31,255.90,1.94,196.91,193.83,199.99,1.57
,"Pennsylvania","42","2015","2015",17139,6727908,254.74,250.93,258.56,1.95,197.99,194.90,201.08,1.58
,"Pennsylvania","42","2016","2016",16711,6698103,249.49,245.71,253.27,1.93,193.27,190.21,196.33,1.56
,"Pennsylvania","42","2017","2017",16550,6684956,247.57,243.80,251.34,1.92,190.91,187.86,193.95,1.55
,"Pennsylvania","42","2018","2018",16328,6662237,245.08,241.32,248.84,1.92,188.48,185.45,191.51,1.55
,"Pennsylvania","42","2019","2019",16186,6631855,244.06,240.30,247.82,1.92,188.74,185.69,191.80,1.56
"Total","Pennsylvania","42",,,167783,66993536,250.45,249.25,251.64,0.61,195.95,194.98,196.93,0.50
,"Rhode Island","44","2010","2010",1215,556761,218.23,205.96,230.50,6.26,176.95,166.82,187.08,5.17
,"Rhode Island","44","2011","2011",1247,556524,224.07,211.63,236.51,6.35,178.26,168.12,188.40,5.17
,"Rhode Island","44","2012","2012",1175,554728,211.82,199.70,223.93,6.18,167.51,157.69,177.34,5.01
,"Rhode Island","44","2013","2013",1269,556756,227.93,215.39,240.47,6.40,179.83,169.65,190.02,5.20
,"Rhode Island","44","2014","2014",1253,559044,224.13,211.72,236.54,6.33,177.17,167.05,187.30,5.16
,"Rhode Island","44","2015","2015",1233,560300,220.06,207.78,232.34,6.27,171.08,161.18,180.98,5.05
,"Rhode Island","44","2016","2016",1222,559705,218.33,206.09,230.57,6.25,170.55,160.57,180.52,5.09
,"Rhode Island","44","2017","2017",1196,560616,213.34,201.25,225.43,6.17,165.32,155.52,175.11,5.00
,"Rhode Island","44","2018","2018",1102,558945,197.16,185.52,208.80,5.94,148.93,139.77,158.10,4.68
,"Rhode Island","44","2019","2019",1157,558269,207.25,195.31,219.19,6.09,163.82,153.92,173.71,5.05
"Total","Rhode Island","44",,,12069,5581648,216.23,212.37,220.08,1.97,170.02,166.89,173.16,1.60
,"South Carolina","45","2010","2010",7762,2436571,318.56,311.48,325.65,3.62,264.27,258.26,270.28,3.07
,"South Carolina","45","2011","2011",7726,2459362,314.15,307.14,321.15,3.57,259.41,253.46,265.35,3.03
,"South Carolina","45","2012","2012",7710,2463763,312.94,305.95,319.92,3.56,255.96,250.08,261.83,3.00
,"South Carolina","45","2013","2013",7843,2479217,316.35,309.35,323.35,3.57,258.47,252.58,264.37,3.01
,"South Carolina","45","2014","2014",7995,2503893,319.30,312.30,326.30,3.57,261.18,255.27,267.09,3.02
,"South Carolina","45","2015","2015",7975,2532639,314.89,307.98,321.80,3.53,255.66,249.85,261.47,2.96
,"South Carolina","45","2016","2016",8049,2564730,313.83,306.98,320.69,3.50,254.24,248.48,260.00,2.94
,"South Carolina","45","2017","2017",8116,2587330,313.68,306.86,320.51,3.48,251.37,245.69,257.05,2.90
,"South Carolina","45","2018","2018",7986,2610044,305.97,299.26,312.68,3.42,245.91,240.30,251.52,2.86
,"South Carolina","45","2019","2019",7800,2633109,296.23,289.65,302.80,3.35,237.53,232.03,243.02,2.80
"Total","South Carolina","45",,,78962,25270658,312.47,310.29,314.64,1.11,254.38,252.54,256.21,0.94
,"South Dakota","46","2010","2010",891,413263,215.60,201.44,229.76,7.22,175.54,163.73,187.34,6.02
,"South Dakota","46","2011","2011",917,419259,218.72,204.56,232.88,7.22,179.39,167.41,191.38,6.12
,"South Dakota","46","2012","2012",931,423390,219.89,205.77,234.02,7.21,178.33,166.47,190.19,6.05
,"South Dakota","46","2013","2013",916,425758,215.15,201.21,229.08,7.11,174.97,163.17,186.77,6.02
,"South Dakota","46","2014","2014",1002,426867,234.73,220.20,249.27,7.42,189.72,177.47,201.97,6.25
,"South Dakota","46","2015","2015",1005,428051,234.79,220.27,249.30,7.41,187.91,175.75,200.07,6.21
,"South Dakota","46","2016","2016",964,428757,224.84,210.64,239.03,7.24,178.43,166.59,190.26,6.04
,"South Dakota","46","2017","2017",1025,430383,238.16,223.58,252.74,7.44,189.96,177.74,202.18,6.23
,"South Dakota","46","2018","2018",994,434346,228.85,214.62,243.08,7.26,184.12,172.06,196.18,6.15
,"South Dakota","46","2019","2019",1048,433291,241.87,227.23,256.51,7.47,194.99,182.53,207.45,6.36
"Total","South Dakota","46",,,9693,4263365,227.36,222.83,231.88,2.31,183.32,179.52,187.12,1.94
,"Tennessee","47","2010","2010",11122,3390278,328.06,321.96,334.15,3.11,277.43,272.18,282.68,2.68
,"Tennessee","47","2011","2011",11379,3417653,332.95,326.83,339.07,3.12,277.21,272.00,282.42,2.66
,"Tennessee","47","2012","2012",11443,3419492,334.64,328.51,340.77,3.13,277.97,272.76,283.18,2.66
,"Tennessee","47","2013","2013",11454,3422095,334.71,328.58,340.84,3.13,275.87,270.69,281.05,2.64
,"Tennessee","47","2014","2014",11861,3437470,345.05,338.84,351.26,3.17,285.11,279.84,290.38,2.69
,"Tennessee","47","2015","2015",11955,3459568,345.56,339.37,351.76,3.16,283.01,277.79,288.23,2.66
,"Tennessee","47","2016","2016",11789,3484480,338.33,332.22,344.44,3.12,276.91,271.76,282.07,2.63
,"Tennessee","47","2017","2017",11848,3519207,336.67,330.60,342.73,3.09,274.88,269.77,279.99,2.61
,"Tennessee","47","2018","2018",12082,3540303,341.27,335.18,347.36,3.10,279.59,274.44,284.75,2.63
,"Tennessee","47","2019","2019",11919,3563290,334.49,328.49,340.50,3.06,273.04,267.96,278.11,2.59
"Total","Tennessee","47",,,116852,34653836,337.20,335.26,339.13,0.99,278.28,276.64,279.92,0.84
,"Texas","48","2010","2010",30691,13104882,234.20,231.58,236.82,1.34,216.16,213.72,218.59,1.24
,"Texas","48","2011","2011",31176,13377616,233.05,230.46,235.63,1.32,212.08,209.70,214.45,1.21
,"Texas","48","2012","2012",31513,13551245,232.55,229.98,235.11,1.31,210.89,208.54,213.24,1.20
,"Texas","48","2013","2013",31905,13726277,232.44,229.89,234.99,1.30,210.05,207.71,212.38,1.19
,"Texas","48","2014","2014",33014,13994581,235.91,233.36,238.45,1.30,212.57,210.25,214.89,1.18
,"Texas","48","2015","2015",32957,14260522,231.11,228.61,233.60,1.27,207.07,204.80,209.34,1.16
,"Texas","48","2016","2016",33287,14447047,230.41,227.93,232.88,1.26,205.29,203.05,207.53,1.14
,"Texas","48","2017","2017",33821,14697418,230.12,227.66,232.57,1.25,205.47,203.25,207.70,1.14
,"Texas","48","2018","2018",34065,14905347,228.54,226.12,230.97,1.24,203.45,201.26,205.65,1.12
,"Texas","48","2019","2019",33334,15048542,221.51,219.13,223.89,1.21,197.47,195.31,199.62,1.10
"Total","Texas","48",,,325763,141113477,230.85,230.06,231.64,0.40,207.91,207.19,208.64,0.37
,"Utah","49","2010","2010",1941,1325367,146.45,139.93,152.97,3.32,146.99,140.39,153.58,3.36
,"Utah","49","2011","2011",2010,1350506,148.83,142.33,155.34,3.32,147.47,140.96,153.98,3.32
,"Utah","49","2012","2012",1985,1368909,145.01,138.63,151.39,3.25,142.54,136.20,148.87,3.23
,"Utah","49","2013","2013",2004,1388336,144.35,138.03,150.67,3.22,139.62,133.44,145.81,3.16
,"Utah","49","2014","2014",2132,1410139,151.19,144.77,157.61,3.27,147.00,140.67,153.32,3.22
,"Utah","49","2015","2015",2122,1435234,147.85,141.56,154.14,3.21,140.78,134.71,146.85,3.10
,"Utah","49","2016","2016",2207,1464997,150.65,144.36,156.93,3.21,144.60,138.48,150.72,3.12
,"Utah","49","2017","2017",2266,1493901,151.68,145.44,157.93,3.19,145.76,139.67,151.85,3.11
,"Utah","49","2018","2018",2197,1521855,144.36,138.33,150.40,3.08,138.74,132.86,144.63,3.00
,"Utah","49","2019","2019",2187,1546823,141.39,135.46,147.31,3.02,136.86,131.05,142.67,2.97
"Total","Utah","49",,,21051,14306067,147.15,145.16,149.14,1.01,142.95,140.99,144.90,1.00
,"Vermont","50","2010","2010",716,340557,210.24,194.84,225.64,7.86,156.29,144.51,168.08,6.01
,"Vermont","50","2011","2011",749,340108,220.22,204.45,236.00,8.05,167.52,154.94,180.10,6.42
,"Vermont","50","2012","2012",726,337293,215.24,199.59,230.90,7.99,156.90,145.00,168.80,6.07
,"Vermont","50","2013","2013",703,334504,210.16,194.63,225.70,7.93,156.24,144.12,168.36,6.18
,"Vermont","50","2014","2014",731,331232,220.69,204.69,236.69,8.16,162.71,150.23,175.20,6.37
,"Vermont","50","2015","2015",765,328298,233.02,216.51,249.53,8.42,166.96,154.44,179.49,6.39
,"Vermont","50","2016","2016",759,325391,233.26,216.66,249.85,8.47,167.78,155.11,180.44,6.46
,"Vermont","50","2017","2017",742,323110,229.64,213.12,246.17,8.43,165.15,152.47,177.82,6.47
,"Vermont","50","2018","2018",706,321900,219.32,203.14,235.50,8.25,159.88,147.30,172.45,6.42
,"Vermont","50","2019","2019",757,319105,237.23,220.33,254.13,8.62,174.31,161.05,187.56,6.76
"Total","Vermont","50",,,7354,3301498,222.75,217.66,227.84,2.60,163.47,159.53,167.40,2.01
,"Virginia","51","2010","2010",9874,4368311,226.04,221.58,230.50,2.27,194.72,190.83,198.61,1.98
,"Virginia","51","2011","2011",10092,4417927,228.43,223.98,232.89,2.27,194.44,190.59,198.30,1.97
,"Virginia","51","2012","2012",9949,4443432,223.90,219.50,228.30,2.24,191.17,187.35,194.99,1.95
,"Virginia","51","2013","2013",10060,4461282,225.50,221.09,229.90,2.25,190.69,186.89,194.48,1.94
